,total_enrollment,total_price,year,for_profit,private,public,net_cost_0_to_30,net_cost_30_to_48,net_cost_48_to_75,net_cost_75_to_110,net_cost_over_110,state_code,off_campus,on_campus,two_year,four_year,room_and_board,in_state_tuition,in_state_total,out_of_state_tuition,out_of_state_total,asian_enrollment,white_enrollment,black_enrollment,american_indian_alaska_native_enrollment,hispanic_enrollment
815,5300.0,46680,2017,0.0,1.0,0.0,16358.99934,18295.03621,22662.89928,27420.01843,32457.81172,21,1.0,0.0,0.0,1.0,10620.0,33760,44380,33760,44380,144.0,3507.0,245.0,10.0,282.0
816,5300.0,47820,2018,0.0,1.0,0.0,16758.51218,18741.83015,23216.3634,28089.65899,33250.483210000006,21,1.0,0.0,0.0,1.0,10620.0,33760,44380,33760,44380,144.0,3507.0,245.0,10.0,282.0
817,5300.0,45570,2016,0.0,1.0,0.0,15970.0,17860.0,22124.0,26768.0,31686.0,21,1.0,0.0,0.0,1.0,10620.0,33760,44380,33760,44380,144.0,3507.0,245.0,10.0,282.0
818,5300.0,47820,2018,0.0,1.0,0.0,16758.51218,18741.83015,23216.3634,28089.65899,33250.483210000006,21,0.0,1.0,0.0,1.0,10620.0,33760,44380,33760,44380,144.0,3507.0,245.0,10.0,282.0
819,5300.0,45570,2016,0.0,1.0,0.0,15970.0,17860.0,22124.0,26768.0,31686.0,21,0.0,1.0,0.0,1.0,10620.0,33760,44380,33760,44380,144.0,3507.0,245.0,10.0,282.0
820,5300.0,46680,2017,0.0,1.0,0.0,16358.99934,18295.03621,22662.89928,27420.01843,32457.81172,21,0.0,1.0,0.0,1.0,10620.0,33760,44380,33760,44380,144.0,3507.0,245.0,10.0,282.0
821,5945.0,70943,2017,0.0,1.0,0.0,13490.88536,16506.6788,22694.47044,31059.75659,49956.36838,23,0.0,1.0,0.0,1.0,15440.0,55395,70835,55395,70835,582.0,2643.0,275.0,6.0,323.0
822,5945.0,69895,2018,0.0,1.0,0.0,13945.760369999998,17063.23794,23459.66466,32107.00492,51640.75772,23,1.0,0.0,0.0,1.0,15440.0,55395,70835,55395,70835,582.0,2643.0,275.0,6.0,323.0
823,5945.0,67631,2017,0.0,1.0,0.0,13490.88536,16506.6788,22694.47044,31059.75659,49956.36838,23,1.0,0.0,0.0,1.0,15440.0,55395,70835,55395,70835,582.0,2643.0,275.0,6.0,323.0
824,5945.0,65075,2016,0.0,1.0,0.0,12955.0,15851.0,21793.0,29826.0,47972.0,23,1.0,0.0,0.0,1.0,15440.0,55395,70835,55395,70835,582.0,2643.0,275.0,6.0,323.0
825,5945.0,73335,2018,0.0,1.0,0.0,13945.760369999998,17063.23794,23459.66466,32107.00492,51640.75772,23,0.0,1.0,0.0,1.0,15440.0,55395,70835,55395,70835,582.0,2643.0,275.0,6.0,323.0
826,5945.0,68125,2016,0.0,1.0,0.0,12955.0,15851.0,21793.0,29826.0,47972.0,23,0.0,1.0,0.0,1.0,15440.0,55395,70835,55395,70835,582.0,2643.0,275.0,6.0,323.0
827,7795.0,29792,2017,0.0,1.0,0.0,0.0,0.0,26748.12405,0.0,0.0,4,1.0,0.0,0.0,1.0,0.0,15380,15380,15380,15380,356.0,3834.0,769.0,46.0,1954.0
828,7795.0,30324,2018,0.0,1.0,0.0,0.0,0.0,27225.76912,0.0,0.0,4,1.0,0.0,0.0,1.0,0.0,15380,15380,15380,15380,356.0,3834.0,769.0,46.0,1954.0
829,4155.0,18646,2017,0.0,0.0,1.0,3451.077746,5075.832933,5558.373007,6138.642717000001,10336.94497,1,1.0,0.0,1.0,0.0,0.0,2715,2715,5355,5355,35.0,2179.0,290.0,9.0,1492.0
830,4155.0,18646,2018,0.0,0.0,1.0,3451.077746,5075.832933,5558.373007,6138.642717000001,10336.94497,1,1.0,0.0,1.0,0.0,0.0,2715,2715,5355,5355,35.0,2179.0,290.0,9.0,1492.0
831,4155.0,18316,2016,0.0,0.0,1.0,3390.0,4986.0,5460.0,6030.0,10154.0,1,1.0,0.0,1.0,0.0,0.0,2715,2715,5355,5355,35.0,2179.0,290.0,9.0,1492.0
832,2789.0,45518,2018,0.0,1.0,0.0,15019.78818,23765.27555,22848.0046,20404.04297,20396.71318,2,0.0,1.0,0.0,1.0,12418.0,29050,41468,29050,41468,62.0,1362.0,935.0,5.0,177.0
833,2789.0,42636,2016,0.0,1.0,0.0,14344.0,22696.0,21820.0,19486.0,19479.0,2,1.0,0.0,0.0,1.0,12418.0,29050,41468,29050,41468,62.0,1362.0,935.0,5.0,177.0
834,2789.0,44248,2017,0.0,1.0,0.0,14808.60437,23431.12694,22526.75316,20117.15454,20109.92781,2,1.0,0.0,0.0,1.0,12418.0,29050,41468,29050,41468,62.0,1362.0,935.0,5.0,177.0
835,2789.0,43470,2016,0.0,1.0,0.0,14344.0,22696.0,21820.0,19486.0,19479.0,2,0.0,1.0,0.0,1.0,12418.0,29050,41468,29050,41468,62.0,1362.0,935.0,5.0,177.0
836,2789.0,45035,2018,0.0,1.0,0.0,15019.78818,23765.27555,22848.0046,20404.04297,20396.71318,2,1.0,0.0,0.0,1.0,12418.0,29050,41468,29050,41468,62.0,1362.0,935.0,5.0,177.0
837,2789.0,44878,2017,0.0,1.0,0.0,14808.60437,23431.12694,22526.75316,20117.15454,20109.92781,2,0.0,1.0,0.0,1.0,12418.0,29050,41468,29050,41468,62.0,1362.0,935.0,5.0,177.0
838,1056.0,32650,2016,0.0,1.0,0.0,13031.0,10380.0,11351.0,15869.0,16432.0,28,0.0,1.0,0.0,1.0,9200.0,22400,31600,22400,31600,3.0,704.0,133.0,9.0,63.0
839,1056.0,34150,2017,0.0,1.0,0.0,13629.66769,10856.87596,11872.48545,16598.05054,17186.91577,28,0.0,1.0,0.0,1.0,9200.0,22400,31600,22400,31600,3.0,704.0,133.0,9.0,63.0
840,1056.0,34100,2016,0.0,1.0,0.0,13031.0,10380.0,11351.0,15869.0,16432.0,28,1.0,0.0,0.0,1.0,9200.0,22400,31600,22400,31600,3.0,704.0,133.0,9.0,63.0
841,1056.0,36450,2018,0.0,1.0,0.0,14547.62481,11588.08576,12672.09648,17715.92802,18344.45329,28,0.0,1.0,0.0,1.0,9200.0,22400,31600,22400,31600,3.0,704.0,133.0,9.0,63.0
842,1056.0,36000,2017,0.0,1.0,0.0,13629.66769,10856.87596,11872.48545,16598.05054,17186.91577,28,1.0,0.0,0.0,1.0,9200.0,22400,31600,22400,31600,3.0,704.0,133.0,9.0,63.0
843,1056.0,38300,2018,0.0,1.0,0.0,14547.62481,11588.08576,12672.09648,17715.92802,18344.45329,28,1.0,0.0,0.0,1.0,9200.0,22400,31600,22400,31600,3.0,704.0,133.0,9.0,63.0
844,705.0,38390,2018,0.0,1.0,0.0,17834.91467,18494.65771,20868.27579,25495.84249,26202.41271,11,1.0,0.0,0.0,1.0,9900.0,29350,39250,29350,39250,6.0,498.0,73.0,4.0,7.0
845,705.0,38390,2017,0.0,1.0,0.0,17652.111,18305.09183,20654.38088,25234.51611,25933.84415,11,1.0,0.0,0.0,1.0,9900.0,29350,39250,29350,39250,6.0,498.0,73.0,4.0,7.0
846,705.0,37540,2016,0.0,1.0,0.0,17139.0,17773.0,20054.0,24501.0,25180.0,11,1.0,0.0,0.0,1.0,9900.0,29350,39250,29350,39250,6.0,498.0,73.0,4.0,7.0
847,705.0,42440,2018,0.0,1.0,0.0,17834.91467,18494.65771,20868.27579,25495.84249,26202.41271,11,0.0,1.0,0.0,1.0,9900.0,29350,39250,29350,39250,6.0,498.0,73.0,4.0,7.0
848,705.0,42005,2017,0.0,1.0,0.0,17652.111,18305.09183,20654.38088,25234.51611,25933.84415,11,0.0,1.0,0.0,1.0,9900.0,29350,39250,29350,39250,6.0,498.0,73.0,4.0,7.0
849,705.0,40784,2016,0.0,1.0,0.0,17139.0,17773.0,20054.0,24501.0,25180.0,11,0.0,1.0,0.0,1.0,9900.0,29350,39250,29350,39250,6.0,498.0,73.0,4.0,7.0
850,638.0,34694,2018,0.0,1.0,0.0,16034.70028,16257.2499,20383.52222,20405.77718,21043.07837,2,1.0,0.0,0.0,1.0,7850.0,18690,26540,18690,26540,3.0,307.0,146.0,1.0,28.0
851,638.0,31236,2016,0.0,1.0,0.0,15851.0,16071.0,20150.0,20172.0,20802.0,2,1.0,0.0,0.0,1.0,7850.0,18690,26540,18690,26540,3.0,307.0,146.0,1.0,28.0
852,638.0,31598,2018,0.0,1.0,0.0,16034.70028,16257.2499,20383.52222,20405.77718,21043.07837,2,0.0,1.0,0.0,1.0,7850.0,18690,26540,18690,26540,3.0,307.0,146.0,1.0,28.0
853,638.0,33059,2017,0.0,1.0,0.0,16776.09838,17008.93805,21325.99725,21349.28121,22016.04937,2,0.0,1.0,0.0,1.0,7850.0,18690,26540,18690,26540,3.0,307.0,146.0,1.0,28.0
854,638.0,31236,2016,0.0,1.0,0.0,15851.0,16071.0,20150.0,20172.0,20802.0,2,0.0,1.0,0.0,1.0,7850.0,18690,26540,18690,26540,3.0,307.0,146.0,1.0,28.0
855,638.0,35257,2017,0.0,1.0,0.0,16776.09838,17008.93805,21325.99725,21349.28121,22016.04937,2,1.0,0.0,0.0,1.0,7850.0,18690,26540,18690,26540,3.0,307.0,146.0,1.0,28.0
856,1135.0,42000,2016,0.0,1.0,0.0,19717.0,21033.0,19876.0,25214.0,26798.0,18,1.0,0.0,0.0,1.0,9020.0,31964,40984,31964,40984,18.0,894.0,62.0,8.0,99.0
857,1135.0,44486,2018,0.0,1.0,0.0,20884.05862,22277.95329,21052.4699,26706.42867,28384.186380000003,18,0.0,1.0,0.0,1.0,9020.0,31964,40984,31964,40984,18.0,894.0,62.0,8.0,99.0
858,1135.0,42980,2017,0.0,1.0,0.0,20177.06333,21523.77,20339.77333,25802.32667,27423.28667,18,1.0,0.0,0.0,1.0,9020.0,31964,40984,31964,40984,18.0,894.0,62.0,8.0,99.0
859,1135.0,44362,2018,0.0,1.0,0.0,20884.05862,22277.95329,21052.4699,26706.42867,28384.186380000003,18,1.0,0.0,0.0,1.0,9020.0,31964,40984,31964,40984,18.0,894.0,62.0,8.0,99.0
860,1135.0,42980,2017,0.0,1.0,0.0,20177.06333,21523.77,20339.77333,25802.32667,27423.28667,18,0.0,1.0,0.0,1.0,9020.0,31964,40984,31964,40984,18.0,894.0,62.0,8.0,99.0
861,1135.0,42000,2016,0.0,1.0,0.0,19717.0,21033.0,19876.0,25214.0,26798.0,18,0.0,1.0,0.0,1.0,9020.0,31964,40984,31964,40984,18.0,894.0,62.0,8.0,99.0
862,1785.0,48955,2018,0.0,1.0,0.0,17368.76679,18921.76658,18454.04714,21154.40446,25187.28056,8,1.0,0.0,0.0,1.0,12720.0,35160,47880,35160,47880,17.0,1344.0,179.0,8.0,74.0
863,1785.0,46100,2016,0.0,1.0,0.0,16228.0,17679.0,17242.0,19765.0,23533.0,8,1.0,0.0,0.0,1.0,12720.0,35160,47880,35160,47880,17.0,1344.0,179.0,8.0,74.0
864,1785.0,47390,2017,0.0,1.0,0.0,16820.386319999998,18324.35357,17871.40134,20486.50083,24392.04777,8,1.0,0.0,0.0,1.0,12720.0,35160,47880,35160,47880,17.0,1344.0,179.0,8.0,74.0
865,1785.0,49690,2017,0.0,1.0,0.0,16820.386319999998,18324.35357,17871.40134,20486.50083,24392.04777,8,0.0,1.0,0.0,1.0,12720.0,35160,47880,35160,47880,17.0,1344.0,179.0,8.0,74.0
866,1785.0,47940,2016,0.0,1.0,0.0,16228.0,17679.0,17242.0,19765.0,23533.0,8,0.0,1.0,0.0,1.0,12720.0,35160,47880,35160,47880,17.0,1344.0,179.0,8.0,74.0
867,1785.0,51310,2018,0.0,1.0,0.0,17368.76679,18921.76658,18454.04714,21154.40446,25187.28056,8,0.0,1.0,0.0,1.0,12720.0,35160,47880,35160,47880,17.0,1344.0,179.0,8.0,74.0
868,11187.0,26811,2018,0.0,0.0,1.0,14163.82396,14963.83726,20125.92839,21939.15116,23789.31386,23,0.0,1.0,0.0,1.0,13090.0,10367,23457,16507,29597,209.0,8573.0,933.0,27.0,617.0
869,11187.0,25403,2016,0.0,0.0,1.0,13420.0,14178.0,19069.0,20787.0,22540.0,23,1.0,0.0,0.0,1.0,13090.0,10367,23457,16507,29597,209.0,8573.0,933.0,27.0,617.0
870,11187.0,25403,2016,0.0,0.0,1.0,13420.0,14178.0,19069.0,20787.0,22540.0,23,0.0,1.0,0.0,1.0,13090.0,10367,23457,16507,29597,209.0,8573.0,933.0,27.0,617.0
871,11187.0,26206,2017,0.0,0.0,1.0,13844.2121,14626.17281,19671.77947,21444.08621,23252.49931,23,0.0,1.0,0.0,1.0,13090.0,10367,23457,16507,29597,209.0,8573.0,933.0,27.0,617.0
872,11187.0,26206,2017,0.0,0.0,1.0,13844.2121,14626.17281,19671.77947,21444.08621,23252.49931,23,1.0,0.0,0.0,1.0,13090.0,10367,23457,16507,29597,209.0,8573.0,933.0,27.0,617.0
873,11187.0,27011,2018,0.0,0.0,1.0,14163.82396,14963.83726,20125.92839,21939.15116,23789.31386,23,1.0,0.0,0.0,1.0,13090.0,10367,23457,16507,29597,209.0,8573.0,933.0,27.0,617.0
874,9189.0,13506,2017,0.0,0.0,1.0,5793.963140999999,6062.744463,8078.081462,10131.06876,10673.86062,23,1.0,0.0,1.0,0.0,0.0,5970,5970,12150,12150,178.0,6798.0,727.0,28.0,729.0
875,9189.0,13626,2018,0.0,0.0,1.0,5845.442156,6116.611584,8149.854731,10221.0827,10768.69723,23,1.0,0.0,1.0,0.0,0.0,5970,5970,12150,12150,178.0,6798.0,727.0,28.0,729.0
876,9189.0,12914,2016,0.0,0.0,1.0,5540.0,5797.0,7724.0,9687.0,10206.0,23,1.0,0.0,1.0,0.0,0.0,5970,5970,12150,12150,178.0,6798.0,727.0,28.0,729.0
877,14144.0,25588,2018,0.0,0.0,1.0,6744.498819,7195.011122,10476.05926,13309.89153,13791.17052,29,1.0,0.0,1.0,0.0,0.0,5216,5216,9281,9281,489.0,9507.0,1425.0,58.0,1892.0
878,14144.0,23909,2017,0.0,0.0,1.0,6301.947095,6722.898268999999,9788.654872,12436.54043,12886.23949,29,1.0,0.0,1.0,0.0,0.0,5216,5216,9281,9281,489.0,9507.0,1425.0,58.0,1892.0
879,14144.0,23287,2016,0.0,0.0,1.0,6138.0,6548.0,9534.0,12113.0,12551.0,29,1.0,0.0,1.0,0.0,0.0,5216,5216,9281,9281,489.0,9507.0,1425.0,58.0,1892.0
880,12403.0,18731,2017,0.0,0.0,1.0,5015.729593999999,5927.960282999999,8085.91432,10679.97414,0.0,1,1.0,0.0,1.0,0.0,0.0,1770,1770,5220,5220,1238.0,3689.0,2285.0,47.0,4479.0
881,12403.0,18416,2018,0.0,0.0,1.0,4931.379862,5828.26953,7949.933165,10500.36858,0.0,1,1.0,0.0,1.0,0.0,0.0,1770,1770,5220,5220,1238.0,3689.0,2285.0,47.0,4479.0
882,44119.0,13997,2017,0.0,0.0,1.0,5599.179563000001,5979.374672,6926.383123999999,8209.936997,7963.221369,30,1.0,0.0,1.0,0.0,0.0,3540,3540,11190,11190,1305.0,9047.0,14638.0,84.0,15053.0
883,44119.0,22126,2016,0.0,0.0,1.0,8851.0,9452.0,10949.0,12978.0,12588.0,30,1.0,0.0,1.0,0.0,0.0,3540,3540,11190,11190,1305.0,9047.0,14638.0,84.0,15053.0
884,44119.0,27994,2018,0.0,0.0,1.0,11198.35913,11958.74934,13852.76625,16419.87399,15926.44274,30,1.0,0.0,1.0,0.0,0.0,3540,3540,11190,11190,1305.0,9047.0,14638.0,84.0,15053.0
885,9181.0,73802,2018,0.0,1.0,0.0,5781.189176,5915.559833,13199.74983,21718.19934,49601.1944,41,0.0,1.0,0.0,1.0,14670.0,55656,70326,55656,70326,1099.0,3886.0,550.0,26.0,894.0
886,9181.0,71050,2017,0.0,1.0,0.0,5565.61463,5694.974745,12707.54486,20908.35022,47751.61733,41,0.0,1.0,0.0,1.0,14670.0,55656,70326,55656,70326,1099.0,3886.0,550.0,26.0,894.0
887,9181.0,68106,2016,0.0,1.0,0.0,5335.0,5459.0,12181.0,20042.0,45773.0,41,0.0,1.0,0.0,1.0,14670.0,55656,70326,55656,70326,1099.0,3886.0,550.0,26.0,894.0
888,1814.0,16042,2018,0.0,0.0,1.0,5487.0,5690.0,6451.0,7477.0,0.0,11,1.0,0.0,1.0,0.0,0.0,2380,2380,8140,8140,32.0,1317.0,262.0,18.0,78.0
889,1814.0,16042,2017,0.0,0.0,1.0,5487.0,5690.0,6451.0,7477.0,0.0,11,1.0,0.0,1.0,0.0,0.0,2380,2380,8140,8140,32.0,1317.0,262.0,18.0,78.0
890,691.0,27412,2016,0.0,1.0,0.0,15064.0,22380.0,24239.0,25529.0,26432.0,35,1.0,0.0,0.0,1.0,0.0,18270,18270,18270,18270,17.0,627.0,12.0,3.0,20.0
891,691.0,27966,2017,0.0,1.0,0.0,15368.44535,22832.30264,24728.87327,26044.94433,26966.19408,35,1.0,0.0,0.0,1.0,0.0,18270,18270,18270,18270,17.0,627.0,12.0,3.0,20.0
892,691.0,31950,2018,0.0,1.0,0.0,17557.8141,26084.96279,28251.7164,29755.27324,30807.76302,35,1.0,0.0,0.0,1.0,0.0,18270,18270,18270,18270,17.0,627.0,12.0,3.0,20.0
893,3462.0,54462,2016,0.0,1.0,0.0,30290.0,30001.0,35536.0,37581.0,40065.0,41,1.0,0.0,0.0,1.0,15702.0,43973,59675,43973,59675,141.0,2517.0,145.0,12.0,216.0
894,3462.0,62320,2018,0.0,1.0,0.0,32192.52008,31885.36794,37768.02224,39941.46904,42581.4895,41,0.0,1.0,0.0,1.0,15702.0,43973,59675,43973,59675,141.0,2517.0,145.0,12.0,216.0
895,3462.0,59904,2017,0.0,1.0,0.0,30944.4917,30649.24713,36303.84474,38393.03211,40930.70519,41,0.0,1.0,0.0,1.0,15702.0,43973,59675,43973,59675,141.0,2517.0,145.0,12.0,216.0
896,3462.0,55609,2017,0.0,1.0,0.0,30944.4917,30649.24713,36303.84474,38393.03211,40930.70519,41,1.0,0.0,0.0,1.0,15702.0,43973,59675,43973,59675,141.0,2517.0,145.0,12.0,216.0
897,3462.0,58637,2016,0.0,1.0,0.0,30290.0,30001.0,35536.0,37581.0,40065.0,41,0.0,1.0,0.0,1.0,15702.0,43973,59675,43973,59675,141.0,2517.0,145.0,12.0,216.0
898,3462.0,58873,2018,0.0,1.0,0.0,32192.52008,31885.36794,37768.02224,39941.46904,42581.4895,41,1.0,0.0,0.0,1.0,15702.0,43973,59675,43973,59675,141.0,2517.0,145.0,12.0,216.0
899,1709.0,70860,2018,0.0,1.0,0.0,12747.51693,11580.08343,19325.84401,27441.113360000003,41289.65931,14,0.0,1.0,0.0,1.0,16500.0,52360,68860,52360,68860,166.0,744.0,105.0,2.0,134.0
900,1709.0,66160,2016,0.0,1.0,0.0,11902.0,10812.0,18044.0,25621.0,38551.0,14,0.0,1.0,0.0,1.0,16500.0,52360,68860,52360,68860,166.0,744.0,105.0,2.0,134.0
901,1709.0,68410,2017,0.0,1.0,0.0,12306.76874,11179.69952,18657.64873,26492.33086,39862.06031,14,0.0,1.0,0.0,1.0,16500.0,52360,68860,52360,68860,166.0,744.0,105.0,2.0,134.0
902,3624.0,72750,2018,0.0,1.0,0.0,27612.7145,24376.63092,27054.1753,36819.463760000006,56187.53698,14,0.0,1.0,0.0,1.0,13662.0,56092,69754,56092,69754,126.0,2836.0,114.0,1.0,187.0
903,3624.0,72750,2018,0.0,1.0,0.0,27612.7145,24376.63092,27054.1753,36819.463760000006,56187.53698,14,1.0,0.0,0.0,1.0,13662.0,56092,69754,56092,69754,126.0,2836.0,114.0,1.0,187.0
904,3624.0,70125,2017,0.0,1.0,0.0,26616.37944,23497.06176,26077.99371,35490.92641,54160.15162999999,14,1.0,0.0,0.0,1.0,13662.0,56092,69754,56092,69754,126.0,2836.0,114.0,1.0,187.0
905,3624.0,67600,2016,0.0,1.0,0.0,25658.0,22651.0,25139.0,34213.0,52210.0,14,1.0,0.0,0.0,1.0,13662.0,56092,69754,56092,69754,126.0,2836.0,114.0,1.0,187.0
906,3624.0,70125,2017,0.0,1.0,0.0,26616.37944,23497.06176,26077.99371,35490.92641,54160.15162999999,14,0.0,1.0,0.0,1.0,13662.0,56092,69754,56092,69754,126.0,2836.0,114.0,1.0,187.0
907,3624.0,67600,2016,0.0,1.0,0.0,25658.0,22651.0,25139.0,34213.0,52210.0,14,0.0,1.0,0.0,1.0,13662.0,56092,69754,56092,69754,126.0,2836.0,114.0,1.0,187.0
908,8979.0,21623,2018,0.0,0.0,1.0,6132.032738,6895.089286,9383.450397,11849.33862,12368.25794,14,1.0,0.0,1.0,0.0,1500.0,5660,7160,14660,16160,270.0,5469.0,411.0,84.0,488.0
909,8979.0,21168,2016,0.0,0.0,1.0,6003.0,6750.0,9186.0,11600.0,12108.0,14,1.0,0.0,1.0,0.0,1500.0,5660,7160,14660,16160,270.0,5469.0,411.0,84.0,488.0
910,8979.0,21408,2017,0.0,0.0,1.0,6071.061224,6826.5306120000005,9290.14966,11731.51927,12245.27891,14,1.0,0.0,1.0,0.0,1500.0,5660,7160,14660,16160,270.0,5469.0,411.0,84.0,488.0
911,2295.0,45619,2017,0.0,1.0,0.0,15220.25357,16902.90491,18127.20691,19996.25364,24546.1347,18,0.0,1.0,0.0,1.0,9538.0,34004,43542,34004,43542,28.0,1854.0,34.0,14.0,92.0
912,2295.0,46808,2018,0.0,1.0,0.0,15616.94972,17343.45718,18599.66902,20517.43003,25185.89783,18,0.0,1.0,0.0,1.0,9538.0,34004,43542,34004,43542,28.0,1854.0,34.0,14.0,92.0
913,2295.0,45076,2016,0.0,1.0,0.0,14943.0,16595.0,17797.0,19632.0,24099.0,18,1.0,0.0,0.0,1.0,9538.0,34004,43542,34004,43542,28.0,1854.0,34.0,14.0,92.0
914,2295.0,45787,2017,0.0,1.0,0.0,15220.25357,16902.90491,18127.20691,19996.25364,24546.1347,18,1.0,0.0,0.0,1.0,9538.0,34004,43542,34004,43542,28.0,1854.0,34.0,14.0,92.0
915,2295.0,47614,2018,0.0,1.0,0.0,15616.94972,17343.45718,18599.66902,20517.43003,25185.89783,18,1.0,0.0,0.0,1.0,9538.0,34004,43542,34004,43542,28.0,1854.0,34.0,14.0,92.0
916,2295.0,44788,2016,0.0,1.0,0.0,14943.0,16595.0,17797.0,19632.0,24099.0,18,0.0,1.0,0.0,1.0,9538.0,34004,43542,34004,43542,28.0,1854.0,34.0,14.0,92.0
917,14253.0,17330,2017,0.0,0.0,1.0,7816.678322,9642.868339,10853.71172,11762.6278,12920.1899,23,1.0,0.0,1.0,0.0,0.0,5580,5580,11760,11760,1447.0,3685.0,3879.0,40.0,3331.0
918,14253.0,17570,2018,0.0,0.0,1.0,7924.93007,9776.410658,11004.02279,11925.52628,13099.11924,23,1.0,0.0,1.0,0.0,0.0,5580,5580,11760,11760,1447.0,3685.0,3879.0,40.0,3331.0
919,14253.0,16588,2016,0.0,0.0,1.0,7482.0,9230.0,10389.0,11259.0,12367.0,23,1.0,0.0,1.0,0.0,0.0,5580,5580,11760,11760,1447.0,3685.0,3879.0,40.0,3331.0
920,4848.0,54857,2016,0.0,1.0,0.0,29547.0,31617.0,32246.0,36067.0,39371.0,24,1.0,0.0,0.0,1.0,13830.0,41120,54950,41120,54950,119.0,4006.0,182.0,8.0,146.0
921,4848.0,56740,2017,0.0,1.0,0.0,30561.21881,32702.27282,33352.86363,37305.02178,40722.4336,24,0.0,1.0,0.0,1.0,13830.0,41120,54950,41120,54950,119.0,4006.0,182.0,8.0,146.0
922,4848.0,59660,2018,0.0,1.0,0.0,32133.98509,34385.22376,35069.29581,39224.84314,42818.12458,24,0.0,1.0,0.0,1.0,13830.0,41120,54950,41120,54950,119.0,4006.0,182.0,8.0,146.0
923,4848.0,56740,2017,0.0,1.0,0.0,30561.21881,32702.27282,33352.86363,37305.02178,40722.4336,24,1.0,0.0,0.0,1.0,13830.0,41120,54950,41120,54950,119.0,4006.0,182.0,8.0,146.0
924,4848.0,59660,2018,0.0,1.0,0.0,32133.98509,34385.22376,35069.29581,39224.84314,42818.12458,24,1.0,0.0,0.0,1.0,13830.0,41120,54950,41120,54950,119.0,4006.0,182.0,8.0,146.0
925,4848.0,54857,2016,0.0,1.0,0.0,29547.0,31617.0,32246.0,36067.0,39371.0,24,0.0,1.0,0.0,1.0,13830.0,41120,54950,41120,54950,119.0,4006.0,182.0,8.0,146.0
926,12161.0,17666,2017,0.0,0.0,1.0,4685.443875999999,5042.697682,7740.164622,10602.20916,11712.10441,4,1.0,0.0,1.0,0.0,0.0,1498,1498,8518,8518,668.0,7280.0,308.0,211.0,2331.0
927,12161.0,17604,2016,0.0,0.0,1.0,4669.0,5025.0,7713.0,10565.0,11671.0,4,1.0,0.0,1.0,0.0,0.0,1498,1498,8518,8518,668.0,7280.0,308.0,211.0,2331.0
928,12161.0,18790,2018,0.0,0.0,1.0,4983.555442,5363.539536,8232.632924,11276.77516,12457.28755,4,1.0,0.0,1.0,0.0,0.0,1498,1498,8518,8518,668.0,7280.0,308.0,211.0,2331.0
929,448.0,29546,2017,0.0,1.0,0.0,11007.59422,9863.336636,17124.97132,19545.51621,23089.84897,11,1.0,0.0,0.0,1.0,0.0,13194,13194,13194,13194,6.0,383.0,40.0,0.0,12.0
930,448.0,30114,2018,0.0,1.0,0.0,11219.20708,10052.95199,17454.186230000003,19921.26431,23533.73424,11,1.0,0.0,0.0,1.0,0.0,13194,13194,13194,13194,6.0,383.0,40.0,0.0,12.0
931,448.0,28868,2016,0.0,1.0,0.0,10755.0,9637.0,16732.0,19097.0,22560.0,11,1.0,0.0,0.0,1.0,0.0,13194,13194,13194,13194,6.0,383.0,40.0,0.0,12.0
932,13594.0,19560,2017,0.0,0.0,1.0,7363.539878,7685.39929,9989.711524,11151.42284,13682.04247,4,1.0,0.0,1.0,0.0,0.0,1500,1500,9300,9300,447.0,6768.0,188.0,65.0,5154.0
933,13594.0,21043,2018,0.0,0.0,1.0,7921.828714,8268.090862000001,10747.11143,11996.90137,14719.38751,4,1.0,0.0,1.0,0.0,0.0,1500,1500,9300,9300,447.0,6768.0,188.0,65.0,5154.0
934,13594.0,19447,2016,0.0,0.0,1.0,7321.0,7641.0,9932.0,11087.0,13603.0,4,1.0,0.0,1.0,0.0,0.0,1500,1500,9300,9300,447.0,6768.0,188.0,65.0,5154.0
935,2203.0,46750,2017,0.0,1.0,0.0,21092.80138,21057.22145,23705.3851,26540.59755,29568.95821,14,0.0,1.0,0.0,1.0,12266.0,31920,44186,31920,44186,21.0,1537.0,285.0,2.0,96.0
936,2203.0,45988,2016,0.0,1.0,0.0,20749.0,20714.0,23319.0,26108.0,29087.0,14,0.0,1.0,0.0,1.0,12266.0,31920,44186,31920,44186,21.0,1537.0,285.0,2.0,96.0
937,2203.0,43488,2016,0.0,1.0,0.0,20749.0,20714.0,23319.0,26108.0,29087.0,14,1.0,0.0,0.0,1.0,12266.0,31920,44186,31920,44186,21.0,1537.0,285.0,2.0,96.0
938,2203.0,47320,2018,0.0,1.0,0.0,21349.97565,21313.9619,23994.41333,26864.19414,29929.47812,14,0.0,1.0,0.0,1.0,12266.0,31920,44186,31920,44186,21.0,1537.0,285.0,2.0,96.0
939,2203.0,44820,2018,0.0,1.0,0.0,21349.97565,21313.9619,23994.41333,26864.19414,29929.47812,14,1.0,0.0,0.0,1.0,12266.0,31920,44186,31920,44186,21.0,1537.0,285.0,2.0,96.0
940,2203.0,44250,2017,0.0,1.0,0.0,21092.80138,21057.22145,23705.3851,26540.59755,29568.95821,14,1.0,0.0,0.0,1.0,12266.0,31920,44186,31920,44186,21.0,1537.0,285.0,2.0,96.0
